model,tau_steps,tau_minutes,patient_id,precision,recall,f1,f2,tp,fp,fn
lstm_event,5,25,85124,0.22891566265060104,0.9268292682926603,0.3671497584541027,0.575757575757567,38,128,3
lstm_event,5,25,85125,0.24999999999999778,0.7179487179486995,0.370860927152313,0.5223880597014828,28,84,11
lstm_event,5,25,85126,0.0,0.0,0.0,0.0,0,162,0
lstm_event,5,25,85201,0.15950920245398675,0.9629629629629274,0.2736842105263129,0.4797047970479616,26,137,1
lstm_event,5,25,85202,0.14563106796116365,0.9999999999999333,0.25423728813558893,0.4601226993864889,15,88,0
lstm_event,5,25,85204,0.32038834951456,0.6226415094339505,0.4230769230769177,0.5238095238095155,33,70,20
lstm_event,5,25,85207,0.22191780821917745,0.9529411764705771,0.3599999999999984,0.5744680851063789,81,284,4
lstm_event,5,25,85208,0.13056379821958417,0.977777777777756,0.23036649214659563,0.4255319148936129,44,293,1
lstm_event,5,25,85209,0.2319508448540703,0.9378881987577582,0.37192118226600895,0.5830115830115808,151,500,10
lstm_event,5,25,85211,0.31304347826086687,0.8999999999999775,0.46451612903225203,0.6545454545454427,36,79,4
lstm_event,5,25,85214,0.07268170426065144,0.9999999999999656,0.13551401869158816,0.2815533980582497,29,370,0
lstm_event,5,25,85215,0.1718749999999993,0.9999999999999772,0.29333333333333134,0.5092592592592533,44,212,0
lstm_event,5,25,85216,0.19574468085106356,0.9999999999999928,0.32740213523131595,0.5489260143198068,138,567,0
lstm_event,5,25,85217,0.09433962264150855,0.4166666666666493,0.1538461538461515,0.2475247524752414,10,96,14
lstm_event,5,25,85218,0.24778761061946827,0.933333333333323,0.3916083916083898,0.6008583690987082,84,255,6
lstm_event,5,25,85219,0.06060606060606,0.9999999999998334,0.1142857142857121,0.2439024390243803,6,93,0
lstm_event,5,25,85220,0.4039408866995054,0.9647058823529299,0.5694444444444405,0.7550644567219084,82,121,3
lstm_event,5,25,85221,0.09433962264150855,0.9999999999999,0.17241379310344532,0.3424657534246458,10,96,0
lstm_event,5,25,85222,0.2177777777777773,0.9999999999999899,0.35766423357664107,0.58194774346793,98,352,0
lstm_event,5,25,85224,0.18217054263565818,0.9038461538461364,0.3032258064516109,0.5042918454935568,47,211,5
lstm_event,6,30,85101,0.06726457399103108,0.8333333333332871,0.12448132780082884,0.2542372881355889,15,208,3
lstm_event,6,30,85102,0.16452991452991417,0.9999999999999871,0.2825688073394485,0.49613402061855355,77,391,0
lstm_event,6,30,85104,0.1349693251533734,0.9166666666666285,0.2352941176470563,0.42471042471041653,22,141,2
lstm_event,6,30,85105,0.25535168195718616,0.8267326732673227,0.39018691588784954,0.5711354309165507,167,487,35
lstm_event,6,30,85106,0.31034482758620613,0.9921259842519607,0.47279549718573927,0.6892778993435411,126,280,1
lstm_event,6,30,85107,0.08219178082191761,0.8999999999999775,0.15062761506276087,0.30100334448160276,36,402,4
lstm_event,6,30,85111,0.01749271137026234,0.9999999999998334,0.03438395415472759,0.08174386920980815,6,337,0
lstm_event,6,30,85112,0.12765957446808443,0.8275862068965232,0.2211981566820256,0.3947368421052567,24,164,5
lstm_event,6,30,85116,0.05066079295154174,0.5897435897435745,0.09330628803245399,0.18852459016393283,23,431,16
lstm_event,6,30,85117,0.20370370370370322,0.8979591836734603,0.33207547169811197,0.5339805825242686,88,344,10
lstm_event,6,30,85118,0.5022421524663666,0.9531914893616981,0.65785609397944,0.8080808080808051,224,222,11
lstm_event,6,30,85119,0.20967741935483702,0.6842105263157714,0.3209876543209837,0.4710144927536146,26,98,12
